code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	last_modified_by	last_updated_t	last_updated_datetime	product_name	abbreviated_product_name	generic_name	quantity	packaging	packaging_tags	packaging_en	packaging_text	brands	brands_tags	brands_en	categories	categories_tags	categories_en	origins	origins_tags	origins_en	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	ingredients_tags	ingredients_analysis_tags	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	serving_quantity	no_nutrition_data	additives_n	additives	additives_tags	additives_en	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	food_groups	food_groups_tags	food_groups_en	states	states_tags	states_en	brand_owner	environmental_score_score	environmental_score_grade	nutrient_levels_tags	product_quantity	owner	data_quality_errors_tags	unique_scans_n	popularity_tags	completeness	last_image_t	last_image_datetime	main_category	main_category_en	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	unsaturated-fat_100g	monounsaturated-fat_100g	omega-9-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	added-sugars_100g	sucrose_100g	glucose_100g	fructose_100g	galactose_100g	lactose_100g	maltose_100g	maltodextrins_100g	psicose_100g	starch_100g	polyols_100g	erythritol_100g	isomalt_100g	maltitol_100g	sorbitol_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	added-salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	methylsulfonylmethane_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g	sulphate_100g	nitrate_100g	acidity_100g	carbohydrates-total_100g
0000102102779	http://world-en.openfoodfacts.org/product/0000102102779/saucisson-sec-au-piment-d-espelette	kiliweb	1620468863	2021-05-08T10:14:23Z	1728041494	2024-10-04T11:31:34Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Saucisson sec au piment d'espelette											Viandes et dérivés, Viandes, Charcuteries, Saucissons, Saucissons secs	en:meats-and-their-products,en:meats,en:prepared-meats,en:cured-sausages,en:dry-sausages	Meats and their products,Meats,Prepared meats,Cured sausages,Dry sausages																en:fr	en:france	France																34	e		Fish Meat Eggs	Processed meat	en:processed-meat	en:fish-meat-eggs,en:processed-meat	Fish‚ Meat‚ Eggs,Processed meat	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded		16	e	en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity						0.375	1620468864	2021-05-08T10:14:24Z	en:dry-sausages	Dry sausages	https://images.openfoodfacts.org/images/products/000/010/210/2779/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/2779/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/210/2779/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/2779/nutrition_fr.5.200.jpg		400	1674		33.3	11.5																																				0.9	0.7																			24.1				4.7		1.88																																														34												
0000102103428	http://world-en.openfoodfacts.org/product/0000102103428/saucisson-sec-au-noisettes	kiliweb	1624706631	2021-06-26T11:23:51Z	1728041494	2024-10-04T11:31:34Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Saucisson sec au noisettes																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.275	1624706633	2021-06-26T11:23:53Z			https://images.openfoodfacts.org/images/products/000/010/210/3428/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/3428/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/210/3428/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/3428/nutrition_fr.5.200.jpg		432	1807		36.1	36.1																																				0.6	0.3																			0.6				4.2		1.68																																																										
0000102104209	http://world-en.openfoodfacts.org/product/0000102104209/saucisse-seche	kiliweb	1625421759	2021-07-04T18:02:39Z	1728041494	2024-10-04T11:31:34Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Saucisse sèche																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.275	1625421760	2021-07-04T18:02:40Z			https://images.openfoodfacts.org/images/products/000/010/210/4209/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/4209/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/210/4209/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/4209/nutrition_fr.5.200.jpg		338	1414		24.2	8.2																																				1.5	1.3																			28.3				4.6		1.84																																																										
0000102104609	http://world-en.openfoodfacts.org/product/0000102104609/saucisson-sec-aux-noisettes	kiliweb	1624614817	2021-06-25T09:53:37Z	1728041494	2024-10-04T11:31:34Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Saucisson sec aux noisettes																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.1625	1624614818	2021-06-25T09:53:38Z			https://images.openfoodfacts.org/images/products/000/010/210/4609/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/4609/front_fr.3.200.jpg																																																																																																																																		
0000102109537	http://world-en.openfoodfacts.org/product/0000102109537/chorizo-brasse	kiliweb	1637671804	2021-11-23T12:50:04Z	1728041495	2024-10-04T11:31:35Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Chorizo Brasse																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.275	1637671805	2021-11-23T12:50:05Z			https://images.openfoodfacts.org/images/products/000/010/210/9537/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/9537/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/210/9537/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/210/9537/nutrition_fr.5.200.jpg		430.4	1801		36.7	12.7																																				5	4																			20.9				3.8		1.52																																																										
0000102121201	http://world-en.openfoodfacts.org/product/0000102121201	elcoco	1569329448	2019-09-24T12:50:48Z	1728041496	2024-10-04T11:31:36Z	fix-code-bot	1743689755	2025-04-03T14:15:55Z												Suplementos dietéticos	en:dietary-supplements	Dietary supplements																España	en:spain	Spain																	not-applicable		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.175	1569329449	2019-09-24T12:50:49Z	en:dietary-supplements	Dietary supplements	https://images.openfoodfacts.org/images/products/000/010/212/1201/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/212/1201/front_es.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/212/1201/nutrition_es.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/212/1201/nutrition_es.5.200.jpg																																																																																																																														
0000102150002	http://world-en.openfoodfacts.org/product/0000102150002/vinali-nutrifii	foodvisor	1623315118	2021-06-10T08:51:58Z	1728041496	2024-10-04T11:31:36Z	fix-code-bot	1728041496	2024-10-04T11:31:36Z	Vináli								Nutrifii	nutrifii	Nutrifii																			us	en:united-states	United States									0.007g	0.007							unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded										0.3												1	4																																																																																																																											
0000102150101	http://world-en.openfoodfacts.org/product/0000102150101	openfoodfacts-contributors	1554839267	2019-04-09T19:47:47Z	1728041497	2024-10-04T11:31:37Z	fix-code-bot	1743593869	2025-04-02T11:37:49Z					Gélules	fr:gelules	fr:gelules					Alimentaire	fr:alimentaire	fr:alimentaire				États-Unis	etats-unis									Belgique		Belgique, États-Unis	en:belgium,en:united-states	Belgium,United States											off						unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-to-be-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-to-be-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging completed,Quantity to be completed,Product name to be completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo to be selected,Photos uploaded			unknown							0.25	1554839372	2019-04-09T19:49:32Z	fr:alimentaire	fr:alimentaire	https://images.openfoodfacts.org/images/products/000/010/215/0101/front_en.6.400.jpg	https://images.openfoodfacts.org/images/products/000/010/215/0101/front_en.6.200.jpg	https://images.openfoodfacts.org/images/products/000/010/215/0101/ingredients_en.9.400.jpg	https://images.openfoodfacts.org/images/products/000/010/215/0101/ingredients_en.9.200.jpg																																																																																																																																
00001022	http://world-en.openfoodfacts.org/product/00001022/rene-bendeja-nueces-macadamia	kiliweb	1584819590	2020-03-21T19:39:50Z	1732214917	2024-11-21T18:48:37Z	foodless	1740189397	2025-02-22T01:56:37Z	RENE BENDEJA NUECES MACADAMIA																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown					1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-country-fr-scans-2024	0.1625	1584819591	2020-03-21T19:39:51Z			https://images.openfoodfacts.org/images/products/000/000/000/1022/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/000/000/1022/front_fr.3.200.jpg																																																																																																																																		
0000102200155	http://world-en.openfoodfacts.org/product/0000102200155/chorizo	kiliweb	1645358144	2022-02-20T11:55:44Z	1728041497	2024-10-04T11:31:37Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Chorizo											Viandes et dérivés, Viandes, Charcuteries, Saucissons, Chorizo	en:meats-and-their-products,en:meats,en:prepared-meats,en:cured-sausages,en:chorizo	Meats and their products,Meats,Prepared meats,Cured sausages,Chorizo																en:fr	en:france	France																34	e		Fish Meat Eggs	Processed meat	en:processed-meat	en:fish-meat-eggs,en:processed-meat	Fish‚ Meat‚ Eggs,Processed meat	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded		15	e	en:fat-in-high-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity,en:salt-in-high-quantity						0.375	1645358147	2022-02-20T11:55:47Z	en:chorizo	Chorizo	https://images.openfoodfacts.org/images/products/000/010/220/0155/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/220/0155/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/220/0155/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/220/0155/nutrition_fr.5.200.jpg		434	1816		36.7	12.7																																				5	4																			20.9				3.8		1.52																																														34												
0000102203492	http://world-en.openfoodfacts.org/product/0000102203492/chorizo-brasse	kiliweb	1656589927	2022-06-30T11:52:07Z	1728041497	2024-10-04T11:31:37Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Chorizo Brasse																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.275	1656589930	2022-06-30T11:52:10Z			https://images.openfoodfacts.org/images/products/000/010/220/3492/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/220/3492/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/220/3492/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/220/3492/nutrition_fr.5.200.jpg		434	1816		36.7	12.7																																				5	4																			20.9				3.8		1.52																																																										
0000102210541	http://world-en.openfoodfacts.org/product/0000102210541/chorizo-brasse-fort-fume	kiliweb	1674987456	2023-01-29T10:17:36Z	1728041498	2024-10-04T11:31:38Z	fix-code-bot	1740359189	2025-02-24T01:06:29Z	Chorizo Brasse fort fumé																													en:fr	en:france	France																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.275	1674987459	2023-01-29T10:17:39Z			https://images.openfoodfacts.org/images/products/000/010/221/0541/front_fr.3.400.jpg	https://images.openfoodfacts.org/images/products/000/010/221/0541/front_fr.3.200.jpg			https://images.openfoodfacts.org/images/products/000/010/221/0541/nutrition_fr.5.400.jpg	https://images.openfoodfacts.org/images/products/000/010/221/0541/nutrition_fr.5.200.jpg		434	1816		36.7	12.7																																				5	4																			20.9				3.8		1.52																																																										
