code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	last_modified_by	last_updated_t	last_updated_datetime	product_name	abbreviated_product_name	generic_name	quantity	packaging	packaging_tags	packaging_en	packaging_text	brands	brands_tags	brands_en	categories	categories_tags	categories_en	origins	origins_tags	origins_en	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_en	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_en	ingredients_text	ingredients_tags	ingredients_analysis_tags	allergens	allergens_en	traces	traces_tags	traces_en	serving_size	serving_quantity	no_nutrition_data	additives_n	additives	additives_tags	additives_en	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	food_groups	food_groups_tags	food_groups_en	states	states_tags	states_en	brand_owner	environmental_score_score	environmental_score_grade	nutrient_levels_tags	product_quantity	owner	data_quality_errors_tags	unique_scans_n	popularity_tags	completeness	last_image_t	last_image_datetime	main_category	main_category_en	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	unsaturated-fat_100g	monounsaturated-fat_100g	omega-9-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	added-sugars_100g	sucrose_100g	glucose_100g	fructose_100g	galactose_100g	lactose_100g	maltose_100g	maltodextrins_100g	psicose_100g	starch_100g	polyols_100g	erythritol_100g	isomalt_100g	maltitol_100g	sorbitol_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	added-salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	methylsulfonylmethane_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g	sulphate_100g	nitrate_100g	acidity_100g	carbohydrates-total_100g
00000387	http://world-en.openfoodfacts.org/product/00000387/multi-collagen-gummies-carlyle	foodvisor	1707068555	2024-02-04T17:42:35Z	1728035501	2024-10-04T09:51:41Z	fix-code-bot	1738846653	2025-02-06T12:57:33Z	Multi collagen gummies								Carlyle	carlyle	Carlyle	en:dietary-supplements	en:dietary-supplements	Dietary supplements						No gluten	en:no-gluten	No gluten								en:Ireland	en:ireland	Ireland									2.0g	2							unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded				en:sugars-in-high-quantity			en:nutrition-value-over-105-carbohydrates,en:nutrition-value-over-105-sugars,en:nutrition-value-total-over-105			0.4625	1707068556	2024-02-04T17:42:36Z	en:dietary-supplements	Dietary supplements	https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg						800	3347																																							300	250																																																																																			
00000388	http://world-en.openfoodfacts.org/product/00000388/mini-bifteki-bo-frost	foodvisor	1678905866	2023-03-15T18:44:26Z	1728035504	2024-10-04T09:51:44Z	fix-code-bot	1738846653	2025-02-06T12:57:33Z	Mini Bifteki			750 g					Bo frost	bo-frost	Bo-frost	Meats and their products, Frozen foods, Meats, Frozen meats, Meat preparations	en:meats-and-their-products,en:frozen-foods,en:meat-preparations,en:meats,en:frozen-meats	Meats and their products,Frozen foods,Meat preparations,Meats,Frozen meats						Nutriscore, Nutriscore Grade D	en:nutriscore,en:nutriscore-grade-d	Nutriscore,Nutriscore Grade D								Ireland	en:ireland	Ireland									100.0g	100							unknown		Fish Meat Eggs	Meat	en:meat-other-than-poultry	en:fish-meat-eggs,en:meat,en:meat-other-than-poultry	Fish‚ Meat‚ Eggs,Meat,Meat other than poultry	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded				en:fat-in-moderate-quantity,en:saturated-fat-in-high-quantity,en:sugars-in-low-quantity	750			1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-10000-ch-scans-2024,top-50000-ch-scans-2024,top-100000-ch-scans-2024,top-country-ch-scans-2024	0.5625	1716895979	2024-05-28T11:32:59Z	en:frozen-meats	Frozen meats	https://images.openfoodfacts.org/images/products/invalid/front_en.9.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.9.200.jpg					1264	275	1264		19.7999992370605	8.30000019073486																																				9.5	1.5																1.70000004768372			13.8000001907349																																																																
00000390	http://world-en.openfoodfacts.org/product/00000390/sweet-and-tangy-pork-with-spicy-sweet-potatoes-crave	macrofactor	1718209084	2024-06-12T16:18:04Z	1718209856	2024-06-12T16:30:56Z	roboto-app	1738828509	2025-02-06T07:55:09Z	Sweet and tangy pork with spicy sweet potatoes								Crave	crave	Crave									en:no-colorings	en:no-colorings	No colorings								en:Canada	en:canada	Canada									1 package (283 g)	283							unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo to be selected,Front photo selected,Photos uploaded								1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-50000-es-scans-2024,top-100000-es-scans-2024,top-country-es-scans-2024	0.375	1718209090	2024-06-12T16:18:10Z			https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg			https://images.openfoodfacts.org/images/products/invalid/nutrition_en.5.400.jpg	https://images.openfoodfacts.org/images/products/invalid/nutrition_en.5.200.jpg	577	138	577		2.83	1.24																																		0	0.0177	19.4	13.1																0.707			8.83				0.707		0.283																			0.283		0.0265		0.000707																																			
00000391	http://world-en.openfoodfacts.org/product/00000391/super-greens-powder-cherie-sweet-heart	foodvisor	1681768171	2023-04-17T21:49:31Z	1728035510	2024-10-04T09:51:50Z	fix-code-bot	1728035510	2024-10-04T09:51:50Z	Super greens powder								Cherie sweet heart	cherie-sweet-heart	Cherie-sweet-heart									Organic, USDA Organic	en:organic,en:usda-organic	Organic,USDA Organic								en:Ireland	en:ireland	Ireland									5.0g	5							unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded								1	top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-country-fr-scans-2023	0.3625	1682386531	2023-04-25T01:35:31Z			https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg						20	84																																							3																	2			1																																																																
00000393	http://world-en.openfoodfacts.org/product/00000393/protein-meal-bar-barrow-s	foodvisor	1715833894	2024-05-16T04:31:34Z	1750892806	2025-06-25T23:06:46Z	ethical-scanner	1750892806	2025-06-25T23:06:46Z	Protein meal bar								Barrow’s	xx:barrow-s	barrow-s																			Ireland	en:ireland	Ireland	Cut Corn, Wheat, Red Milo, White Millet, Black Oil Sunflower Seeds, Red Millet	en:corn,en:cereal,en:wheat,en:red-milo,en:white-millet,en:black-oil-sunflower-seeds,en:red-millet	en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown						44.0g	44		0					unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo selected,Front photo selected,Photos uploaded			unknown					1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-50000-it-scans-2024,top-100000-it-scans-2024,top-country-it-scans-2024	0.475	1750892553	2025-06-25T23:02:33Z			https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg	https://images.openfoodfacts.org/images/products/invalid/ingredients_en.6.400.jpg	https://images.openfoodfacts.org/images/products/invalid/ingredients_en.6.200.jpg				363.636363636364	1521		13.6363636363636	7.95454545454546																																				38.6363636363636	4.54545454545455																20.4545454545455			34.0909090909091																																														0																		
00000394	http://world-en.openfoodfacts.org/product/00000394/creatine-monohydrate-naturebell	openfoodfacts-contributors	1725963158	2024-09-10T10:12:38Z	1728035514	2024-10-04T09:51:54Z	fix-code-bot	1738846653	2025-02-06T12:57:33Z	Creatine Monohydrate								naturebell	naturebell	Naturebell																			en:united-states	en:united-states	United States	Creatine Monohydrate (Micronized)	en:creatine-monohydrate,en:creatine,en:micronized	en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown									0					unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded										0.3625	1725963160	2024-09-10T10:12:40Z			https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg																																																																																																																0																		
00000395	http://world-en.openfoodfacts.org/product/00000395/weekend-recovery-water-boy	foodvisor	1726768041	2024-09-19T17:47:21Z	1728035516	2024-10-04T09:51:56Z	fix-code-bot	1738846653	2025-02-06T12:57:33Z	Weekend recovery								Water boy	water-boy	Water-boy																			en:Ireland	en:ireland	Ireland									7.800000190734863g	7.80000019073486							unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded								1	top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-country-fr-scans-2024	0.3												142.857142857143	598																																							14.2857142857143																								15.748031496063		6.2992125984252																																																										
00000396	http://world-en.openfoodfacts.org/product/00000396/nutrail-protein-granola	openfoodfacts-contributors	1733313985	2024-12-04T12:06:25Z	1745951210	2025-04-29T18:26:50Z	maldan	1745951210	2025-04-29T18:26:50Z	Nutrail Protein Granola								Nutrail	xx:nutrail	nutrail	Granola	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis	Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis																en:france	en:france	France									0g	0							unknown		Cereals and potatoes	Breakfast cereals	en:breakfast-cereals	en:cereals-and-potatoes,en:breakfast-cereals	Cereals and potatoes,Breakfast cereals	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be uploaded		62	b							0.3			en:mueslis	Mueslis																																																																																																																																				
00000397	http://world-en.openfoodfacts.org/product/00000397/whole-trilogy-seeds-badia	foodvisor	1712673615	2024-04-09T14:40:15Z	1740838853	2025-03-01T14:20:53Z		1740838853	2025-03-01T14:20:53Z	Whole Trilogy Seeds								Badia	badia	Badia																			en:Ireland	en:ireland	Ireland	Flaxseed, Chia Seeds, Hemp Seeds	en:flax-seed,en:seed,en:flax,en:chia-seed,en:chia,en:hemp-seed	en:palm-oil-free,en:vegan,en:vegetarian						18g	18		0					unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-to-be-selected, en:ingredients-photo-to-be-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-to-be-selected,en:ingredients-photo-to-be-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo to be selected,Ingredients photo to be selected,Front photo selected,Photos uploaded			unknown							0.4625	1740838811	2025-03-01T14:20:11Z			https://images.openfoodfacts.org/images/products/invalid/front_en.5.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.5.200.jpg						500	2090		38.9	2.78																																				27.8	7.41																22.2			22.2				0		0																																								0																		
00000398	http://world-en.openfoodfacts.org/product/00000398	openfoodfacts-contributors	1557290825	2019-05-08T04:47:05Z	1728655944	2024-10-11T14:12:24Z	fix-code-bot	1728655944	2024-10-11T14:12:24Z																														Polynésie française	en:french-polynesia	French Polynesia	saccharose, sirop de glucose, acidifiant : acide citrique, citrate de sodium, maltodextrine, arôme naturel d'orange avec autres arômes naturels, sels de calcium de l'acide orthophosphorique, carbonate de magnésium, chlorure de sodium, exhausteur de goût : chlorure de potassium, antioxydant : acide L-ascorbique, colorant : caroténoïdes, vitamine B1.	en:sucrose,en:sugar,en:glucose-syrup,en:glucose,en:acid,en:sodium-citrate,en:minerals,en:sodium,en:maltodextrins,en:natural-orange-flavouring,en:flavouring,en:natural-flavouring,en:calcium-salts-from-orthophosphoric-acid,en:calcium,en:e504,en:sodium-chloride,en:flavour-enhancer,en:antioxidant,en:colour,en:thiamin,en:e330,en:e508,en:e300,en:e160	en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown									5		en:e160,en:e300,en:e330,en:e331,en:e508	E160 - Carotenoids,E300 - Ascorbic acid,E330 - Citric acid,E331 - Sodium citrates,E508 - Potassium chloride			4	unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-uploaded	To be completed,Nutrition facts to be completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name to be completed,Photos to be uploaded										0.1																																																																																																																						0																		
00000399	http://world-en.openfoodfacts.org/product/00000399/assorted-linzer-glutenetto	smoothie-app	1691605710	2023-08-09T18:28:30Z	1728038080	2024-10-04T10:34:40Z	fix-code-bot	1738846653	2025-02-06T12:57:33Z	assorted linzer			5 oz					glutenetto	glutenetto	Glutenetto																			en:United States	en:united-states	United States																	unknown		unknown	unknown				en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:origins-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:packaging-photo-to-be-selected, en:nutrition-photo-selected, en:ingredients-photo-selected, en:front-photo-selected, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:origins-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:packaging-photo-to-be-selected,en:nutrition-photo-selected,en:ingredients-photo-selected,en:front-photo-selected,en:photos-uploaded	To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Origins to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Packaging photo to be selected,Nutrition photo selected,Ingredients photo selected,Front photo selected,Photos uploaded					141.747615625			2	top-75-percent-scans-2023,top-80-percent-scans-2023,top-85-percent-scans-2023,top-90-percent-scans-2023,top-50000-us-scans-2023,top-100000-us-scans-2023,top-country-us-scans-2023,top-75-percent-scans-2024,top-80-percent-scans-2024,top-85-percent-scans-2024,top-90-percent-scans-2024,top-100000-fr-scans-2024,top-country-fr-scans-2024	0.3875	1691605762	2023-08-09T18:29:22Z			https://images.openfoodfacts.org/images/products/invalid/front_en.3.400.jpg	https://images.openfoodfacts.org/images/products/invalid/front_en.3.200.jpg	https://images.openfoodfacts.org/images/products/invalid/ingredients_en.5.400.jpg	https://images.openfoodfacts.org/images/products/invalid/ingredients_en.5.200.jpg	https://images.openfoodfacts.org/images/products/invalid/nutrition_en.7.400.jpg	https://images.openfoodfacts.org/images/products/invalid/nutrition_en.7.200.jpg																																																																																																																														
