2025-10-29 09:54:26 | INFO     | root | Logs will be saved to logs/app_2025-10-29_09-54-26.log
2025-10-29 09:54:26 | INFO     | flet | Assets path configured: /Users/govindajithkumar/PycharmProjects/FoodBarcodeScanner/assets
2025-10-29 09:54:26 | INFO     | flet | Starting up UDS server on /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/R4GBI8pRTH
2025-10-29 09:54:26 | INFO     | flet | Flet app has started...
2025-10-29 09:54:26 | INFO     | flet | App URL: /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/R4GBI8pRTH
2025-10-29 09:54:26 | INFO     | flet_desktop | Starting Flet View app...
2025-10-29 09:54:26 | INFO     | flet_desktop | Flet View found in: /Users/govindajithkumar/.flet/bin/flet-0.28.3
2025-10-29 09:54:27 | INFO     | flet | App session started
2025-10-29 09:54:37 | INFO     | utils | Barcode Updated - 722252153258 is a valid numerical barcode
2025-10-29 09:54:37 | ERROR    | ui | Barcode Update Failed - 722252153258 is not a number
2025-10-29 09:54:37 | WARNING  | utils | File not found in history for - 722252153258
2025-10-29 09:54:37 | WARNING  | ui | File not found from history - retrieving data from internet
2025-10-29 09:54:38 | INFO     | get_food_db | Successfully fetched data from website
2025-10-29 09:54:38 | INFO     | get_food_db | Successfully fetched data from website
2025-10-29 09:54:38 | INFO     | ui | New Barcode Data processed for 722252153258
2025-10-29 09:54:38 | INFO     | ui | Successfully showed image for 722252153258
2025-10-29 09:54:38 | INFO     | utils | Barcode Updated - 722252153258 is a valid numerical barcode
2025-10-29 09:54:38 | INFO     | ui | Successfully updated nutritional info for 722252153258
2025-10-29 09:54:47 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-29 09:54:47 | ERROR    | ui | Barcode Update Failed - 8445290728791 is not a number
2025-10-29 09:54:47 | WARNING  | utils | File not found in history for - 8445290728791
2025-10-29 09:54:47 | WARNING  | ui | File not found from history - retrieving data from internet
2025-10-29 09:54:47 | INFO     | get_food_db | Successfully fetched data from website
2025-10-29 09:54:47 | INFO     | get_food_db | Successfully fetched data from website
2025-10-29 09:54:47 | INFO     | ui | New Barcode Data processed for 8445290728791
2025-10-29 09:54:47 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-29 09:54:47 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-29 09:54:47 | INFO     | ui | Successfully updated nutritional info for 8445290728791
