2025-10-30 08:48:56 | INFO     | root | Logs will be saved to logs/app_2025-10-30_08-48-56.log
2025-10-30 08:48:56 | INFO     | flet | Assets path configured: /Users/govindajithkumar/PycharmProjects/FoodBarcodeScanner/assets
2025-10-30 08:48:56 | INFO     | flet | Starting up UDS server on /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/oOlemefU27
2025-10-30 08:48:56 | INFO     | flet | Flet app has started...
2025-10-30 08:48:56 | INFO     | flet | App URL: /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/oOlemefU27
2025-10-30 08:48:56 | INFO     | flet_desktop | Starting Flet View app...
2025-10-30 08:48:56 | INFO     | flet_desktop | Flet View found in: /Users/govindajithkumar/.flet/bin/flet-0.28.3
2025-10-30 08:48:57 | INFO     | flet | App session started
2025-10-30 08:48:57 | INFO     | utils | Top 5 history barcodes : {} 
2025-10-30 08:48:57 | INFO     | utils | History updated successfully.
2025-10-30 08:49:04 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 08:49:04 | INFO     | utils | Top 5 history barcodes : {'8445290728791': 1} 
2025-10-30 08:49:04 | INFO     | utils | History updated successfully.
2025-10-30 08:49:04 | INFO     | utils | JSON file 8445290728791 exists in history directory.
2025-10-30 08:49:04 | INFO     | ui | File found from history - will use that
2025-10-30 08:49:04 | INFO     | get_food_db | Successfully fetched image from website
2025-10-30 08:49:04 | INFO     | get_food_db | Successfully fetched all available and requested from website
2025-10-30 08:49:04 | INFO     | ui | New Barcode Data processed for 8445290728791
2025-10-30 08:49:04 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 08:49:04 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 08:49:04 | INFO     | ui | Successfully updated nutritional info for 8445290728791
2025-10-30 08:49:09 | ERROR    | utils | History cleared successfully.
2025-10-30 08:49:09 | ERROR    | utils | No more history barcodes in the database
2025-10-30 08:49:12 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 08:49:12 | INFO     | utils | Top 5 history barcodes : {'8445290728791': 1} 
2025-10-30 08:49:12 | INFO     | utils | History updated successfully.
2025-10-30 08:49:12 | INFO     | utils | JSON file 8445290728791 exists in history directory.
2025-10-30 08:49:12 | INFO     | ui | File found from history - will use that
2025-10-30 08:49:12 | INFO     | get_food_db | Successfully fetched image from website
2025-10-30 08:49:12 | INFO     | get_food_db | Successfully fetched all available and requested from website
2025-10-30 08:49:12 | INFO     | ui | New Barcode Data processed for 8445290728791
2025-10-30 08:49:12 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 08:49:12 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 08:49:12 | INFO     | ui | Successfully updated nutritional info for 8445290728791
2025-10-30 08:49:17 | ERROR    | utils | Barcode Update Failed -  is not a number
2025-10-30 08:49:17 | ERROR    | ui | Barcode Validation Error
2025-10-30 08:49:17 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 08:49:17 | ERROR    | utils | Barcode Update Failed - Invalid Barcode - Please enter a numerical barcode is not a number
2025-10-30 08:49:17 | ERROR    | ui | Cannot display nutritional info for an invalid barcode
2025-10-30 08:49:18 | ERROR    | utils | Barcode Update Failed - Invalid Barcode - Please enter a numerical barcode is not a number
2025-10-30 08:49:18 | ERROR    | ui | Barcode Validation Error
2025-10-30 08:49:18 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 08:49:18 | ERROR    | utils | Barcode Update Failed - Invalid Barcode - Please enter a numerical barcode is not a number
2025-10-30 08:49:18 | ERROR    | ui | Cannot display nutritional info for an invalid barcode
