2025-10-30 11:12:32 | INFO     | root | Logs will be saved to logs/app_2025-10-30_11-12-32.log
2025-10-30 11:12:32 | INFO     | flet | Assets path configured: /Users/govindajithkumar/PycharmProjects/FoodBarcodeScanner/assets
2025-10-30 11:12:32 | INFO     | flet | Starting up UDS server on /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/HuNcgAD0bQ
2025-10-30 11:12:32 | INFO     | flet | Flet app has started...
2025-10-30 11:12:32 | INFO     | flet | App URL: /var/folders/8p/3lycjd2d4yj6r4nzff87ynmr0000gn/T/HuNcgAD0bQ
2025-10-30 11:12:32 | INFO     | flet_desktop | Starting Flet View app...
2025-10-30 11:12:32 | INFO     | flet_desktop | Flet View found in: /Users/govindajithkumar/.flet/bin/flet-0.28.3
2025-10-30 11:12:32 | INFO     | flet | App session started
2025-10-30 11:12:32 | INFO     | utils | Top 5 history barcodes : {'111': 7, '8445290728791': 4, '722252153258': 1} 
2025-10-30 11:12:32 | INFO     | utils | History updated successfully.
2025-10-30 11:12:34 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 11:12:34 | INFO     | utils | Top 5 history barcodes : {'111': 7, '8445290728791': 5, '722252153258': 1} 
2025-10-30 11:12:34 | INFO     | utils | History updated successfully.
2025-10-30 11:12:34 | INFO     | utils | JSON file 8445290728791 exists in history directory.
2025-10-30 11:12:34 | INFO     | ui | File found from history - will use that
2025-10-30 11:12:34 | INFO     | get_food_db | Successfully fetched image from website
2025-10-30 11:12:34 | INFO     | get_food_db | Successfully fetched all available and requested from website
2025-10-30 11:12:34 | INFO     | ui | New Barcode Data processed for 8445290728791
2025-10-30 11:12:34 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 11:12:34 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 11:12:34 | INFO     | ui | Successfully updated nutritional info for 8445290728791
2025-10-30 11:12:34 | INFO     | ui | Generating new history tab buttons
2025-10-30 11:12:34 | INFO     | ui | Generating new history tab buttons
2025-10-30 11:12:34 | INFO     | ui | Generating new history tab buttons
2025-10-30 11:12:37 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 11:12:37 | INFO     | utils | Top 5 history barcodes : {'111': 7, '8445290728791': 6, '722252153258': 1} 
2025-10-30 11:12:37 | INFO     | utils | History updated successfully.
2025-10-30 11:12:37 | INFO     | utils | JSON file 8445290728791 exists in history directory.
2025-10-30 11:12:37 | INFO     | ui | File found from history - will use that
2025-10-30 11:12:37 | INFO     | get_food_db | Successfully fetched image from website
2025-10-30 11:12:37 | INFO     | get_food_db | Successfully fetched all available and requested from website
2025-10-30 11:12:37 | INFO     | ui | New Barcode Data processed for 8445290728791
2025-10-30 11:12:37 | INFO     | ui | Successfully showed image for 8445290728791
2025-10-30 11:12:37 | INFO     | utils | Barcode Updated - 8445290728791 is a valid numerical barcode
2025-10-30 11:12:37 | INFO     | ui | Successfully updated nutritional info for 8445290728791
2025-10-30 11:12:37 | INFO     | ui | Generating new history tab buttons
2025-10-30 11:12:37 | INFO     | ui | Generating new history tab buttons
2025-10-30 11:12:37 | INFO     | ui | Generating new history tab buttons
